order_id,customer_email,billing_country,shipping_country,amount,is_first_time_buyer,payment_avs_result,payment_cvv_result,num_orders_last_7_days,chargeback_flag
385,rilzof@gmail.com,US,US,1194.49,0,Y,Y,2,0
386,xeddkq@yahoo.com,CA,CA,38.49,0,Y,N,2,1
387,dvtsoy@gmail.com,US,US,231.3,0,Y,Y,3,0
388,onpajw@protonmail.com,IN,IN,59.25,0,Y,Y,2,0
389,oxhrwf@protonmail.com,UK,UK,99.19,0,Y,Y,1,0
390,nvmfrq@gmail.com,IN,IN,46.26,0,Y,Y,1,0
391,mwqobb@yahoo.com,UK,UK,1037.17,0,Y,Y,2,1
392,mcvnkt@yahoo.com,AU,CA,622.65,0,Y,Y,0,0
393,haifnd@gmail.com,US,UK,2026.35,1,Y,Y,3,1
394,tdiyij@yahoo.com,US,US,393.79,1,Y,N,4,0
395,sfmeds@protonmail.com,IN,CA,1012.92,1,Y,Y,3,1
396,thlmdc@outlook.com,AU,AU,425.9,0,Y,Y,1,0
397,yandqk@gmail.com,IN,AU,550.46,0,Y,Y,1,0
398,cdzrvj@protonmail.com,IN,AU,616.17,0,Y,N,2,1
399,gfvxib@outlook.com,CA,CA,32.71,0,Y,Y,1,0
400,ltufzc@yahoo.com,IN,IN,407.05,0,Y,Y,0,0
